"original_filename","new_filename","recipe_id","status","timestamp"
"PXL_20260523_105836947.RAW-01.COVER.jpg","teriyaki-turkey-rice-bowl-20260523.jpg","wc-kitchen.teriyaki-turkey-rice-bowl","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105838521.RAW-01.COVER.jpg","thai-peanut-sauce-20260523.jpg","wc-kitchen.thai-peanut-sauce","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105844621.RAW-01.COVER.jpg","ultimate-bean-dip-20260523.jpg","wc-kitchen.ultimate-bean-dip","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105846011.RAW-01.COVER.jpg","toum-20260523.jpg","wc-kitchen.toum","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105851220.RAW-01.COVER.jpg","tzatziki-20260523.jpg","wc-kitchen.tzatziki","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105852946.RAW-01.COVER.jpg","all-purpose-thai-basil-sauce-20260523.jpg","wc-kitchen.all-purpose-thai-basil-sauce","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105857986.RAW-01.COVER.jpg","soy-vay-veri-veri-teriyaki-clone-20260523.jpg","wc-kitchen.soy-vay-veri-veri-teriyaki-clone","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105859991.RAW-01.COVER.jpg","pappardelle-with-mushrooms-20260523.jpg","wc-kitchen.pappardelle-with-mushrooms","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105903933.RAW-01.COVER.jpg","creamy-broccoli-pasta-20260523.jpg","wc-kitchen.creamy-broccoli-pasta","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105906063.RAW-01.MP.COVER.jpg","vegetable-lasagna-20260523.jpg","wc-kitchen.vegetable-lasagna","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105912092.RAW-01.COVER.jpg","spaghetti-carbonara-20260523.jpg","wc-kitchen.spaghetti-carbonara","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105916122.RAW-01.COVER.jpg","shrimp-fettuccine-alfredo-20260523.jpg","wc-kitchen.shrimp-fettuccine-alfredo","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105917519.RAW-01.COVER.jpg","macaroni-and-hamburger-20260523.jpg","wc-kitchen.macaroni-and-hamburger","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105925706.RAW-01.COVER.jpg","taco-pasta-salad-20260523.jpg","wc-kitchen.taco-pasta-salad","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105927231.RAW-01.COVER.jpg","creamy-gnocchi-with-sun-dried-tomatoes-20260523.jpg","wc-kitchen.creamy-gnocchi-with-sun-dried-tomatoes","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105931657.RAW-01.COVER.jpg","pasta-e-piselli-20260523.jpg","wc-kitchen.pasta-e-piselli","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105933262.RAW-01.COVER.jpg","white-bean-and-ham-soup-20260523.jpg","wc-kitchen.white-bean-and-ham-soup","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105938125.RAW-01.COVER.jpg","cabbage-soup-20260523.jpg","wc-kitchen.cabbage-soup","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105939515.RAW-01.COVER.jpg","corn-chowder-20260523.jpg","wc-kitchen.corn-chowder","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105942465.RAW-01.COVER.jpg","creamy-tomato-soup-20260523.jpg","wc-kitchen.creamy-tomato-soup","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105943630.RAW-01.COVER.jpg","slow-cooked-southwest-chicken-20260523.jpg","wc-kitchen.slow-cooked-southwest-chicken","applied","2026-05-30T17:25:07Z"
